label	x_train
0	明天开始要正式上班啦！在医院上班就是被迅速召回！疫情严重，我们还得往毒圈跑。我想好了，如果我们这真的有确诊的在医院住，我就住在科室不回去了……小姑娘的第一个春节，这么的……不一样，只是她不知道而已。希望小姑娘身体健康，快乐成长！​
1	这场疫情挺过去的话，一切都将会是新的开始。盼暖风来，吹散所有肮脏与不幸，慢一些也无妨。​
1	等待的滋味不好受，从现在起，敬畏自己的身体。如果平安渡过彼此疫情，我会更加对待自己的身体，它真的好辛苦​
0	这几天其实心里一直都觉得慌乱，回家前在武汉呆了三天，从疫情开始变得严重（大概四天前）的时候我就一直觉得喉咙干像卡了什么东西一样，觉得害怕去了医院医生说只是普通扁桃体发炎吃点儿药就好了，回家还是不放心，一直默默地自己呆在家里不敢出去，今天症状好了很多心里才有点儿底觉得可以好好吃顿饭安心看春晚了，我或许想很认真的去过这个年，可还是心里不是滋味，发微信给被困在北京无法回武汉独自过年的姐姐和自己一个人呆在武汉家里的姐夫，他们都觉得后怕让我在武汉呆了三天，庆幸我没有再多待几天，这么多天后，宜昌封城了，湖北封省了，年三十的晚上还有朋友着急忙慌从乡下赶回宜昌就怕封城了之后进不去了，这些大概都是独一无二的体验了吧，这些天宜昌政府一直都没有给出什么官方说法，但是各种渠道的信息都告诉我很严重很严重了，更何况第一条来自中央关于宜昌的信息就直接是死亡了，希望不只是武汉，湖北其它城市也能受到重视，不再是灯下黑。我其实在家超级想帮忙，找各种官方的渠道捐款，这个捐点儿那个捐点儿，除了这样我不知道我还能做什么。看着微博上各种医院医生求救的消息，心里真的很难受。希望这个冬天早点儿过去，新年快乐，真的！！！
0	我特别愤慨武汉市长说的愿意革职为什么信息披露不及时现在不算其他省份武汉已经死亡85人这85人的姓名不是你一句革职就可以平息的华南海鲜市场为什么能开这么久日常的武汉政府都在干什么国家给你们名号给你们荣誉是真的希望你们是办实事不是整一些虚的荣誉望逝者安息疫情得到控制加油中国
1	十一分钟前收到了第一条短信，突然有了信心，我们一定会熬过这段日子的！加油加油加油！​
1	武汉加油！全国人民同在！
0	感觉有点儿不舒服人生第二次过敏跟上次一样好像吃虾吃的但吃了十七年虾了为什么现在才过敏有点儿想吐想去医院测过敏源但现在的社会情况不能去医院里疫情患者占大多数三天没出门了每天待在房间里我要疯了我想上学高三赶快过去吧我想恢复原来的抵抗力我想变好​
0	疫情过后我想在疯一把，在任性一把​
1	老彭夜话我站在高楼之上，遥望着寂寞的夜色，月亮慢慢的由东向西移动，若大的天空里挤满了星星，新春已到，夜里的风不要再这么寒冷，一场疫情突起，恐惧笼罩在城市的上空，为了控制疫情，只好蜷缩在家中，国家正在全力以赴，我们的医护人员日夜不停与病魔斗争，是人灾是天祸？待一切过后，世事自明，期盼疫情早日得控，期盼那些封了的村那些封了的城早日解冻，期盼我们呼吸的空气里早一天干干净净，期盼天下早一天恢复祥荣，阿门，祈祷在每一个晨昏，双手合念，愿一切该了的早日了结，愿一切未了的惜缘前行，看眼前这些苍茫的夜色即将路过黎明，初春的阳光会照亮大地，不幸和困境都会过去，春风终会吹散躲之不及的焦虑和惶恐，让一切不幸荡尽无存，成就一场对生命的救赎，让爱安慰受了惊的梦，让我们祁盼健康，祁盼平安，祈盼我们的天下是一片健康快乐的世界，当我们历经了这场劫难，是否懂得了该怎样敬畏自然？2德州
1	疫情结束翻山过海我也要去想见的人我要给她一个拥抱告诉她我所有想说的话这次让山海相遇哪怕山被淹没海被填平我一定告诉她我喜欢她​​​
1	D2776(Y7D221)&D233:大年初二因为新冠状病毒肺炎的蔓延，临时决定我们不去外婆家，整理好行李回城了！疫情，牵动了全国人民的心，看着人数的不断上升，实在让人揪心，希望早日摆脱困境，大家能过上安心的日子！这几日，我们在家自我隔离自娱自乐，除了爸比武装好出去买菜，我们都未出门宝贝们难得和爸比长时间相处，一起做了好多事情：研究厨艺、做包子、做蛋糕、画画、阅读、玩耍……爸比还温柔地给姐妹俩泡脚真是满足在家静养，有姐姐的陪伴，有爸比麻麻姨婆的精心照顾，妹妹的感冒好很多，你们的健康真是麻麻最幸福的事了
1	今天是大年初四。昨天本该回家的。因为疫情严重，单位禁止离京。有哥陪着我，心里少了很多不安。这几天，我俩单独相处的时间大把大把的，很平静，也温馨，哥每天做不同的饭菜，一大早就把粥煮上，吃完饭收拾锅碗瓢盆，不让我动一动。让我对他有了新的认识。这是我俩结婚后的第一个春节，少了热闹。但也倍感珍惜！希望疫情早日过去，让窗外的世界再次热闹生机！2北京·西北旺
0	最近几天做梦一直梦见疫情（刚刚也是）一醒来就拿手机上网去关注疫情蔓延情况只有偶尔看见你的照片时压抑的心情才稍微开心一点王一博我真的越来越想你了
1	由外科抽调至急诊负责发热筛查工作希望疫情早日退散大家健康平安团圆​
1	致敬在一线抗击疫情的白衣勇士
0	真假难辨……看着真焦躁​
0	怎么说呢就是又着急又生气能看到网友说湖北很多大小地方市民都还不重视这次传染病不带口罩不做预防我们这儿也是也一直能看到前线医生的艰难处境还有封城后居民的生活希望这笔钱能迅速落到实处帮助前线的医生和武汉的市民希望湖北zf能够看到更多医生和民众现实中细节处迫切的需求
0	诶…这女孩接受采访的时候说着说着就哭​
1	我认为​每个女​孩子​身上​都有闪光点都​有​值得被​爱​的地方千​万别再没​自信别再自​我否定了​想同你讲​一万次你永远是​个宝贝​​​​​​
0	这个新年，心力交瘁，小年的时候舅舅毫无征兆离世，让我体验到了生命的脆弱、人生的无常。初一早上母亲被送进医院，确诊为胆结石，却因为疫情严重不敢手术……如果可以，真的希望能够重启
0	哇，大哥我服了，你自己不舒服从武汉跑出来不知道像你们武汉那位千里送病毒去内蒙的兄弟一样直接奔医院去吗？学学人家好吗，你特么在昆明玩六天才去医院，都传染完了是吧，所有景区全部跑了一遍心安理得了是吧
1	1.14离开武汉的，昨天是潜伏期最后一天，晚上量体温36.5℃。可以宣布自己平安度过潜伏期了！祝愿所有还在潜伏期的同志们都能平安度过！​
1	疫情高发期守则出门戴口罩，进屋开户窗。小饮多怡乐，健身少愁肠。​
0	太无聊啦！！！这几天在家玩游戏玩的有些疲惫还有十分想念我哥，疫情啥时候能过去啊，想跟我哥一起出去玩​
1	疫情发生后，这位80多岁的老人主动请缨奔赴武汉，没日没夜的坚守岗位，倾尽全力为人民保命，愿国泰民安，风调雨顺，中国人民你是最给力的，为钟南山院士点赞​
0	河南就是借个村长给湖北当省委书记疫情也不至于现在这样​
0	太惨了，不仅疫情信息需要自己辨别，就连生死攸关的捐赠渠道都要自己分辨哪个会切实用到疫区哪个会被侵吞或哪去买基金……​
0	之前在家住的时间短没发现自己这么害怕，也许发现了也没当回事？疫情赶快过去吧所有事情步入正轨
0	我真的太喜欢微博这个地方啦～不用在乎亲戚朋友领导同事的看法所有的情绪都可以说在这里人在无聊的时候就会胡思乱想具体想了什么也不记得但是心情一下子会很差最近我做了很多无聊的事情来消磨时光比如打麻将打扑克打游戏疫情结束后的第一件事就是喊朋友去楼下吃小吃这两天好像胖了一点不过这不是减肥的好时机还是等下次吧
1	666万粉丝，纪念一下，在这个时间点，希望嘉嘉，加菲猫，还有同胞们，都能顺顺利利的，希望疫情尽快过去，大家都平平安安的​
0	说真的。。太吓人了。。。生为老百姓只能相信国家和科研人员了。​
1	绵薄之力，希望能帮助到需要帮助的人。也希望疫情能够早日结束。​
1	2020会越来越好。我也相信，疫情很快会过去。大家记得出门戴口罩，勤洗手，做好防护措施。​
1	关于肺炎的传染已经到了不可控的地步了。。返乡大潮已经过去，这个城封的太晚了！只希望父母提高警觉意识，平平安安的度过这场没有硝烟的战争！​
0	本来年初一准备写一个给崽的新年寄语的东西，等她长大了看。然而现在大部分的心思都被武汉肺炎牵动着，从84岁钟南山去武汉到昨天武汉各医院物资紧缺到向社会求助，既担忧心疼医护人员，又害怕这传播极其快速的肺炎会感染到家人朋友甚至我自己。。晚上不能好好睡，白天摸到手机就是看疫情，我得缓缓​
0	推荐益伴APP听书《真实科比》一觉醒来，照例先关注了疫情情况，然后看到推送，说科比坠机逝世，第一眼看到还不敢相信，心想怎么可能？带着满...
1	口腔就诊请看好时间，最好疫情过后再就诊，防止传播，要知道口腔就诊是一直张嘴的​
1	中国人相信危中有机有大机华人加油
1	沈月和沈月一起向前线的医护人员致敬希望大家都能平安度过这个坎
0	不能出门的日子不知道什么时候才能结束想结束后去见npy抱抱他告诉他555好想他​
0	一到晚上就感觉自己有病我是太紧张了吗​
1	每天祈祷疫情快快过去，大家都能平平安安渡过这场危机。希望每天都有好消息​
1	为湖南省内疫区群众筹集防疫物资，动员社会力量，为疫情防控提供有力支援。
0	这会还想着洗白呢？基层医护人员拼命守护人民生命的时候你们干啥呢？脸呢？这么紧急的关头一线没看到你们的身影，跑这来强行解释？
0	醒了就开始刷新闻看疫情数据希望今天的数据不要再成几倍陡升了（虽然不太可能）。​
1	太难了希望这场疫情早点过去​
0	疫情紧急状态下，这16类行为涉嫌犯罪，涉及30项罪名
1	虽然我们素未谋面但你一定要平平安安​
1	希望疫情赶快过去即将瘫痪
0	也许是我阴谋论，但总觉得武汉这个病毒不是简单的来自野生动物。11月初军运会结束一个月后疫情开始，疫情发生时间前后和发生地点真的很有巧合。而且恰好爆发在春节前后，感觉有点蹊跷……​
1	钟宝儿大家新年快乐最近疫情严重，大家注意戴好口罩哦刘宇宝仔饭和鱼丸都是哦2哈尔滨·巴彦县​
0	快点好起来吧想去学校想去见猪猪​
1	最近见了太多人性的丑恶明知自己生病还到处跑的人肆意加价卖口罩和消毒水的人捡用过的口罩二次贩卖的人给粮食蔬菜卖天价的人同时我也见证了太多人性的光辉知道疫情严重后乖乖在家的人一直都在为别人加油打气的人义无反顾直奔前线的白衣天使日夜奔波在乡里村外的干部们提前走上工作岗位的人捐钱捐物捐力的明星、企业、普通百姓......所有在第一线战斗的人，你们辛苦了❤让我相信，天，总会亮的艰难的时光不会太久2重庆
1	疫情继武汉封城之后继续蔓延，科比今晨离世，2020，一个透着悲伤的春节……祈愿人们健康平安。​
0	为什么安庆很多小区物业还是没有开始对电梯和垃圾堆放点进行消毒工作？打电话给物业，物业反馈政府没有通知及下文件告知。我想知道能不能要求一下，我们都很惶恐。​
1	无奈上班要请假了另外希望疫情能控制好成功研制药物！​
1	就华为捐3000万对抗疫情我一辈子都支持华为的所有产品加油！​
1	《特朗普、文在寅……这个支持中国抗疫的名单不断变长》美国总统特朗普当地时间27日在推特表示，对于新型冠状病毒感染的肺炎疫情，美国与中国保持着密切联系。
1	河北挺住啊！​
0	冒的上半年安排说团也就是他罢了，不过这疫情现在在国内活动应该会少了，劝你视情况而定，别整找骂的事​
1	和朱一龙一起为武汉加油！为中国加油！武汉，我们在一起！一切都会好起来的。
0	库存来咯。在家呆到无脊六兽，抬腿都费劲，捡根头发都嫌累。答应我，疫情结束后，我们谁都不要嫌弃谁好嘛。​
1	虽然但是，希望我们任嘉伦谭松韵的那期快乐大本营能如期播放，球球了，都已经录了咱就播吧。鉴于疫情这么紧张，没录的就别录了，但是录的一定得播呀为什么锦衣之下主演这么惨？唉！歌手会不会也不录了？周深啊！我太期待你了，不录了的话我简直要死过去了，唉，大局为重吧​
0	天天关注疫情，也不知是心理作用还是咋的，今天咳了一下打个喷嚏，都有点后怕了​
0	好想这个年快点过去，好想疫情快点结束，好想抱抱你。我的丫头
0	武汉肺炎的事，临过年这几天忙到发疯，各种接触过武汉的患者或和武汉有点关系，回来发烧的他们吓得要命，我们忙到不行，我有预感过年三天假会被剥夺​
1	答应我，疫情结束后，我们谁都不要嫌弃谁，好吗？​
0	是500万人离开，不是500万人带病逃跑恐慌的各位先镇静一下。武汉流动人口太多了，仅大学生都100多万了，但是大学生走得早现在应该大部分过潜伏期了。而且春运10号就开始，全国是从
0	每天看微博关注疫情，发现有些评论真的戾气好重，左一句不信政府右一句数据造假，我想说你这么不信你倒是自己上啊，就靠拿个键盘bbbbb就显的你能你行
0	总觉得最近的事离自己很还很遥远，新型冠状病毒的疫情蔓延至我所在的城市，科比的去世，让我觉得很不真实，无法接受，
0	可以去看一下《王冠》第三季第三集，悲伤和愤怒是很强大的力量，编剧很厉害，让你感受那种普通人的所受的不公正与政治的牺牲这世间的不公正不止是需要宣泄。还需要正确的方式去恰当的处理​
1	要不是年初五是迎财神爷的日子我都快忘了这是在过年了对抗疫情，我们是认真的但是！谁也不能阻挡我们今年对发财的渴望发不发财的想法一般，主要是想脱单（小声bb）​
1	等疫情结束就去朝鲜过春天​
0	今年春节很安静，在家里呆了几天有点憋不住了，妹妹妹夫约我们一起回娘家拜年，弟弟也在催，“怎么还没到呀？”我老公也早就想快点飞去打点小牌，我们全家三人戴了口罩，很快就到家了，姊妹问候拜年后就围坐在一起，议题自然是病毒疫情，老弟嫂还在超市做生意，电话联系得知她没戴口罩，她说都是屋面前几个人没关系的，我每天都用盐水漱口消炎哥哥说他不会再传染了的，因为他小时候得过脑膜炎（我倒是第一次听到）你们大惊小怪，我们争议了一番，谁都只认同自己的观点，当弟弟突然说起塘对面邻居家女儿年前几天从湖北回来，我哥哥还到她家去过，我马上警觉起来，弟弟赶快报告村支书，我把准备好的晚辈小孩红包分别给了哥哥弟弟代收，准备打道回府，并打电话告知妹妹妹夫别来了，待疫情控制了，亲人相聚有的是机会。好好呆在家里，粮食美味储备充足，按时作息，饮食清淡，营养均衡，看点电视手机看点书也很好，但愿疫情早日被控制，期盼早日春暖花开！
1	❤万物更新旧疾当愈万物清零爱恨随意2020值得期待​
0	作为一个连自己的学业都没有顾好的小市民，却天天担心着国家大事。既担心家里长辈不听话不戴口罩，又担心因工作需要上山下乡的他们舍不得每天更换来之不易的口罩，一边担心着国家疫情的发展和变化，害怕情况恶化和继续蔓延，一边还要担心如果被定为疫区影响国家的经济发展，​
1	2020.1.28.因为疫情没有过去，所以还是在家里度过的一天。Eason哥戴妹妹的帽子照相、在家里画画、刷牙时把所有牙刷都吃到嘴里了​
0	通过这次疫情我知道了我首页都是哪人​
1	怀念当初疫情还没那么严重时的生活，现在只剩下撸猫发呆以及偶尔和小狮子去趟超市囤货的老年生活，哀哉！2哈密​
1	响应号召取消了和亲妈家的聚餐于是两家人的年夜饭都变成了简餐退了原本订的蛋糕变成了一块小无论如何疫情的阴霾早日散去，大家平安喜乐～2绍兴​
1	lx防控疫情，从你我做起！少出门、戴口罩、勤洗手；室内勤通风、室外少聚集；打喷嚏捂口鼻，喷嚏后慎揉眼；注意个人卫生，如有症状请及时就医；保护自己、保护家人、保护他人。愿大家喜乐，安康！也向疫情前线的医护人员们致敬，平安归来​
1	康辉人风雨同心，共抗疫情
0	我已经被这个什么什么肺炎吓死了​
1	保佑中国，平平安安，灾难快点过去​
1	伊朗外长就新型肺炎事件中文发推:伊朗人民永远和中国人民站在一起。​
1	我在河南洛阳，深夜谁不着的我想写点东西。首先在这里为所有病患祈福，愿您早日康复。其次，我不想谴责任何人，病毒并非自然灾害，虽然这件事和某些人有直接关系。但是还是希望社会各界应保持理智，社会需要正能量。举个例子来说，小偷到别人家偷东西，被识破后和人家起了争执，这个小偷也想不到最后的结果是自己失手杀了人。所以病毒灾害的事件严重性，是那些人想不到的。到现在这种不可控的局面，造成的伤害都是不可估量的。人非圣贤孰能无过，知错能改善莫大焉。最后我想说，每个人在面临困境的时候，应该摆正态度保持冷静想办法走出困境才对。现在湖北省及周边各个地势都是风声鹤唳，人心惶惶。恐惧和害怕只会让自己乱了思绪，慌了手脚。再过几天就是这个病毒的爆发期了，我不知道到时候事情会变成什么样，希望社会各界团结一致。我坚信我强大的祖国能够带领我们战胜此次病毒灾害！
1	这个点被疼醒也是没谁，好不容易早睡一回。不过看到疫情有了新进展还挺开心，2020年大家都要平安顺遂​
1	21号河南省领导班子在开疫情防控会议，我们的领导班子在搞拜年的娱乐活动。酒足饭饱了，终于在今天继粤浙湘之后把全国重灾区湖北公共卫生响应级别调到一级了，我谢谢你们了，给你们拜年了！​
1	最短的一次春节假期，在我离开娃开了三小时车到建阳划伤了终点。希望疫情快快过去，让我早日抱着娃睡觉!
1	今年过年不出门就是对社会最大的贡献，一家人在家写宣传标语，发给村上群众，让大家一起抗击疫情
1	牛油火锅花胶鸡水煮鱼日料江湖菜炒面鹅肝烤肉牛蛙砂锅炸串椰子鸡煲仔饭冰煮羊烤鸭……疫情结束我全得来一遍…我太馋了……​
1	为湖北省内需要疫情防护的市、县及乡镇医护人员和社区群众筹集防疫物资
0	啊啊啊啊啊啊啊。疫情。我妈不让出门还不让点外卖。。。。家里都余粮不足了​
1	希望疫情过后，我还能见到可爱的们就ok了寒冬过后，希望等来的不仅是冬天，还有平安无事么窝们​
1	疫情就是命令！首批内蒙古赴湖北医护人员已集结完毕！
0	一个令人欣慰的细节：今天开始，新闻上欢声笑语，聚集性活动和没戴口罩的采访报道，全部标注了是春节前录制。疫情发生以来，新闻媒体做出的改变吧。​
1	虽然做的是机械的出口外贸，但是还是很担心今年这样的疫情，会影响我们的出口业务。。。如果我是买家，也会担心中国来的产品是否会带有病毒​
1	我们这已经被封锁，所有人都不能进出，齐心协力抗击病毒。2济宁·微山县​
1	这两天大家都因为疫情的事，弄得人心惶惶，今晚一学医的同学问我昆明是不是成座空城了，我开玩笑说:不还有我的嘛。很理解大家的心情可在这样的特殊时期我们要更加理性，做好自我防护，少去人多的地方，非要去到的话还是戴好口罩，为自己负责也为他人负责，不造谣，不传谣，尽量减少造成更多人恐慌，我们需要的是提高意识，加强对疫情的防范，而不是去造成恐慌，甚至让一些市民失去理智开始一些不合理的方式来应对疫情，这样只会给别人增加麻烦，如果你正在自己工作岗位上就做好防护好好工作，诺大的城市还需要运转，城里的人们还需要生活，疫情它并不是一天两天就能结束的，所以还需要我们的工作。希望我们可以早日战胜它
0	实话实说，疫情比我们想象的可怕的多！！！！！（那啥图文无关。）​
0	明明疫情最严重的是朋友圈，隐瞒真相！​
0	现在有种特殊的现象，互相串着门，聊着当下最热门的疫情有多么严重，却并没有戴着口罩，转发个不让拜年的微信朋友圈，还有人酸来酸去。。。呵呵，现在这世道，我算是看不懂了，摊手
0	现在口罩成了花钱也买不到的金贵东西。之前买过一包3M口罩，被老妈埋怨了无数次，嫌我买一大堆没用的东西，又占地方又浪费钱。反反复复的埋怨，后来把我说急眼了，我接了一句“您要是觉得没用那我就把它们都扔了。”当然，后来也没真的扔。只是不知道塞到哪个看不见的旮旯里了。这次疫情爆发，突然想起这些口罩。于是开始翻箱倒柜的找。最后找着了，我觉得“报仇”的机会来了。-“您当初还埋怨我不应该买这些口罩，您看，还是买对了吧。”-“我可没说不应该买，我反而记得是你当初说要扔掉的。”-“……”选择性遗忘大法就是好，我只能乖乖的闭嘴了。
1	希望待疫情结束，会有一个人站在那里，等我向他飞奔而去。​
1	我是武汉人、此刻也在武汉、武汉加油、此刻地域黑的人、你的良心真的不会痛吗？祈祷疫情早点得到控制、武汉加油、白衣天使们加油！​
1	我发了一个快手作品，一起来看！感恩[爱心]相约[爱心]做风暴中那个安稳的人[爱心]伙伴们：这次疫情是需要我们一起面对的危机。面临危机我们的心理反应会经历：冲击、安定、解决三个阶段，在每一个阶段，需要应对不同的心理状况，需要不同的资源支持。这不是一个朝夕即可结束的战斗，这是一场会持续一段时间的战役。此刻前线的医护工作者们亟需物资保障和休息，目前国家和很多有经验的社会组织已经在积极筹措物资，开展工作。心理危机干预和援助的三个重要原则是：不能急、不能乱、不能慌。感恩♥️大家发起心理支持的初心，当下我们每个人照顾好自己，安顿好自己的身心；如果可以的话再安顿好家人和身边的朋友就是非常好的支持。风暴中有一个人安稳，就可以给船上所有人带来安定和希望；愿我们都可以是风暴中这个安稳的人。㊗️大家新年安康，也让我们一起祝福战斗在一线的所有人。
1	如果这次疫情放过了人类，今后也请人类放过动物！有因必有果！万物皆有灵！南无天元太保阿弥陀佛微博视频​
1	抗击疫情，吃爸爸做的糖醋排骨！2成都·荷花池
1	“这一年才刚刚开始，好像全世界一直在提醒你，懂得珍惜！”​​​2绥化·兰西县​
0	今日值班，有人问都不问一句，早餐没地方吃也不关心，而有人早早帮我开好了电热毯。为了防控疫情，我发了两次脾气，有人知道我是为了ta好，有人悄悄记了仇。以后只在乎关心我的人。​
0	国人的素质就是互相抨击找罪人吗？你是人，武汉人就不是人了？回家过年而已，每年都回家过节，就今年发生了个疫情就骂人？况且早就回家快一个月了，那时谁告诉过我们这个病有现在这么严重？别一有事就找替罪羊好吗？​
0	热心市民打电话说碰到狼，动物园员工迅雷不及掩耳抵达目击地点进行排查，对这些兢兢业业不顾初二以及疫情工作的人肃然起敬。
1	侄子七岁生日可惜买不到蛋糕～就地取材做的酸奶鸡蛋饼仪式感还是要有的愿疫情早日得到控制让孩子们早日可以欢快得去外面耍！湖北加油​
0	凌晨五点醒来，没有海棠花。打开手机，刷屏最多的仍然是严重的疫情。然后看到了科比坠机的新闻。想起以前，应该是在姚明加入NBA以后，身边看篮球的人越来越多，自己也就跟着凑热闹。于是也认识了科比，麦迪，奥尼尔等等一系列的名字。那时候科比应该是很多人的偶像吧，打球姿势太帅。后来看到也不知道真假的科比的名言，你见过凌晨四点的洛杉矶吗。心里对一个人的奋斗之路是充满敬佩的。此时，疫情本来就让人忧郁，忧郁的心情下看到他坠机的消息，心里还有一丝的难过。好像青春的什么东西失去了。人到中年，很多东西都会一点点的离自己远去。然后自己慢慢成长，肩负责任，也会变得沉重吧。世事真的很难料，总感觉还有什么话没说出来，但突然不想说了
0	曹尼玛，我想出去玩[Emm]，我想溜车，我想贴膜，老子还他妈想弹射起步[Emm]，我车还没捂热乎就封路了，真踏马想开车怼死你，你踏马吃shi不好吗，吃个毛线的野生动物，丢你老母
0	一个晚上都在做梦梦到疫情很严重，然后我出门都得穿防护服好像随时都会被传染一样，好可怕！​
1	接力转发：医生、警察、街道、社区连日工作，放弃休假，只为寻找武汉及周边归来的你，请主动联系辖区居委会、社区卫生站，服从隔离安排，请不要让疫情再度蔓延，战胜疫情，人人有责！！！​
0	广东，特别是广，深，莞都是外流人员特别多的，如果疫情特然爆发，这责任谁负责！一边发文到公共场所要佩戴口罩，那买不到怎么办？朋友初七上班，目前还没收到延期复工，我初九，也没有收到！​
1	柴犬众志成城抗疫情，在家闭关，为人为己，即使长毛，也要在家蹲到底！！
0	意外总是突如其来难以捉摸，比如科比突然去世。再比如来海南之前定的行程是回程我第一个走，结果疫情一起，今天亲戚们一辆车走光我成最后一个走的了
0	即便疫情这么严重了的情况下破公司还在坚持大过年的上班不放假据说没有治疗的药抗的过去就过去了抗不过去就完了​
1	杨超越锦鲤祈祷疫情快快好转。家人不要受影响​
0	疫情夺走了我们的春节，坠机夺走了我们的青春，还是不敢相信，mambaout。
1	西藏挺住！！！不要再涨了啊​
0	受疫情影响，假期延长了，也不能出去逛，玩玩游戏吧
0	"""疫情来了，打乱了计划,开年不顺！​"""
1	抗击疫情，各级检察机关全力以赴！
1	齐心协力，共渡难关武汉加油！中国加油！打赢这场没有硝烟的战争致敬工作在前线的医务人员不造谣，不传谣，不恐慌防控疫情，享梦游与你同在​
1	让人很安心​
1	建议大家别出门实在无聊可以和我网恋疫情结束就奔现好好在一起经历过生死离别的人更懂得爱和珍惜押金一百不合适分手退95​
1	已经在岗第二天了，非常特殊的一次春节，或许多年后我还会想起这样一个假期，全国人民深处在抗击疫情的战斗中。看到死亡数字的增加，看到人类在自然面前如此的渺小，在夜深人静的时候，我偶尔也会想到死亡。难以避免又让人避之不及，想到终将失去的一切，也会感到失落，失落后我会更加珍惜现在所拥有的。
1	长水机场去酒店的路上路过一个宾馆，看到很多警察和医务人员穿着防护服戴着护目镜在门口昆明应该又发现了一例武汉来的发热的游客吧也算经历过也亲眼见过历史事件了还是那句话，希望疫情能早日控制吧大年三十和大年初一，很多导游、医务工作者还有开大巴车，接机送机的师傅，都没有吃饭，也没跟家人团聚大家真的辛苦了
0	在游轮这样的封闭环境下狂欢5天的人群，再回到祖国各地工作生活，真真细思极恐
1	疫情过后，你想见我吗？​
0	春运赶上疫情、下雪，这个家似乎回的很困难一些～
0	疫情面前人人自危险⚠️从理性角度我能理解新加坡遣返的行为作为中国人我也能理解同胞回国的心作为浙江人不是不让这架飞机✈️降落之所以气愤的是为什么让
0	早上睁眼其实想看看疫情看到科比去世有一瞬觉得眼花了虽然初中以后也没怎么关注他记忆里总是非常年轻的样子竟是真的真的是人生无常年纪越大仿佛身边的知己好友就越少了大家都有了自己的生活联系也淡了还在身边的每一个人都弥足珍贵愈大愈懂得珍惜了​
0	怎么有人在给wh市长洗地了？？？瞒报导致的扩散他最初不知道疫情？瞒报他没有参与？一系列昏招他没有责任？原来没参加团拜会就是好官，有些人真的跪太久起不来了​
0	等到疫情结束想再去武汉吃一碗热干面再去一次武大户部巷江滩还想去光谷去华科去看武汉的pljj​
1	28日，中国工程院院士钟南山接受媒体采访时表示，疫情应该在一周或者十天左右达到高峰，不会大规模增加，提醒公众不要出行。央视新闻​
0	这次疫情可以说是野生动物们对人类的打击报复，那些吃野味的傻*们，请给你的同胞积点德吧！！！​
1	湖北周围无一幸免希望疫情早早过去​
1	疫情面前，众志成城​
1	等回武汉了我们一起去看樱花吧
1	预防返程疫情！减少人口流动！​
0	这几天重了不少，是不是应该背起我的偶像包袱了体重:62.6kg身体质量：21.7卡路里：1572体脂肪：18.2%体水分：56.2%肌肉：42.4%骨量：2.8kg内脏脂肪：6​
1	我们都成为了历史的见证者。想起温爷爷写下的“多难兴邦”希望病毒能够快点被控制！天佑中华​
1	平常的追求都是些关乎名和利的东西可人们都乐此不疲甚至费尽心机的去争夺到真正危机的时候唯一想要的无非就是个平安喜乐​
0	有人逆行不计生死。有人奔赴不问报酬。有人保乌纱瞒疫情出昏招，有人发国难财哄抬物价制假造假。
0	大家要勤洗手，注意睡眠质量，提高自身免疫力。出门记得带医用口罩，远离人流量大的场合。最后祝大家新年新气象，平安过好年。​
1	去武汉吃热干面看樱花​
1	王一博到微博点击春晚大赏，里边有链接找到创意表演为（爱的桥梁）投票，关于疫情的，因为渣浪把一博的节目放上去了，下套给我们一宝，我们要把票数压下，不然到时又被黑了，拜托​
0	我真的想在学校征集意见搞点事关于中国人和亚洲人在西方受到的各种种族歧视这次这个疫情一爆发我和我身边的中国同学走在大街上都能被各种脑残骂换着花样骂的我没有哪一次不选择反击要么中指要么直接破口大骂回去在疫情之前这种大大小小的侮辱性语言也都是家常便饭加上我是女性本来就生活在男权凝视下我还要同时忍受种族主义带来的双重压迫去年同志游行我身披彩虹旗在人群中也被侮辱过一次在我失控地朝他们怒吼之后我站在原地只有无尽的痛苦和无力那种愤怒使我瞬间大哭我真的很累凭什么一个群体乃至一个民族的诟病都要让那些无辜的个体承担凭什么在一个标榜多元化接纳和容忍的社会亚洲人面对这些诽谤和嘲笑要一直保持沉默？？？凭什么？就因为亚洲人先天息事宁人不招惹是非的态度我们就理应被这些人攻击吗
1	每一个人，都是战役中的主角都有责任，都应该尽自己的一分力​​​不分国界，不分肤色，不分地域，不分你我防控疫情，我们在一起​​​
1	疫情过后，你最想见谁？2运城·夏县​
0	在家真的好无聊，无聊到我生气！！希望疫情快点过去，一切都好起来​
1	上联：火神山雷神山钟南山，三山齐聚镇瘟疫！下联：医者心仁者心中国心，众心城成克难关！横批：天佑中华图片原创：搞事的光Sir​
1	专业的人做专业的事，比起政府部门的官微，疫情还是更愿看到来自类似卫计署疾控防疫等部门的报道。​
1	扬帆计划超话虽然在家不能出门，但是很多同学拿起画笔，创作出不同形式和风格的作品，为武汉发声、为中国加油、为防控疫情宣传。画笔虽小，能力无限，希望疫情尽快结束！希望大家都做好防护，健健康康！武汉加油，中国加油！【
1	从没有那么期待过上班作为老师的我迫切想为祖国培养栋梁之材​
